,Sentence,Sentiment
5297,"aug. 31 , 2009 (gawker media delivered by newstex)-- if you love fishing video games but felt that there just was n't enough wackiness involved , then activision 's (nasdaq : atvi) rapala : we fish might just catch your eye with its family-fun hook .",neutral
5298,"cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral
5299,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila 's factory at khopoli , near mumbai .",neutral
5300,i see a 20 percent upside in $fb shares from here,positive
5301,"in january-june 2010 , diluted loss per share stood at eur0 .3 versus eur0 .1 in the first half of 2009 .",neutral
5302,chime communications set to be acquired by wpp and providence,positive
5303,dixons carphone profit boost on strong sales,positive
5304,no other ev3 devices were involved in this action .,neutral
5305,`` capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
5306,"founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral
5307,"under the agreement geosentric will provide gypsii-powered hotel information and reservation services to visitors to china , including such popular cities as beijing and shanghai .",positive
5308,valga lihatoostus markets its products under the maks & moorits trademark .,neutral
5309,finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive
5310,"homebuilders - $ryl breaking below support, watch this one.  $spy",negative
5311,"besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' paavel said .",positive
5312,like $t for a breakout long as well. getting through the 100 and 200 ma could see it run.,positive
5313,"helsinki , finland , sept. 18 , 2009 ( globe newswire ) -- ixonos plc expands the company 's smartphone r&d services and establishes a new next-generation smartphone design unit in connection with ixonos ' site in jyvaeskylae .",positive
5314,"$axdx i got bored, and took my proprietary profit exit. i didn't like the option liquidity and lousy spreads.",negative
5315,"also in latvia , we act as a partner for bakery customers in both production and product development .",neutral
5316,"the total donation amount is eur 1,115,000 .",neutral
5317,"the facility will be used to refinance citycon 's existing credit facility , the company said .",neutral
5318,"finnish real estate company sponda oyj said on april 11 , 2008 it would build vuosaari harbour service center at the port of helsinki .",neutral
5319,"in the building and home improvement trade , sales decreased by 6.3 % , totalling eur 154.1 mn .",negative
5320,and that 's exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies .,neutral
5321,the company moved to an operating profit of eur10 .9 m versus an operating loss of eur15 .3 m. it also turned to eps of eur0 .08 versus loss per share of eur0 .04 .,positive
5322,the costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
5323,the deal also includes a ten-year maintenance agreement .,neutral
5324,"talvivaara mining company plc ( talvivaara mining ) ( lse : talv ) , a finland-based nickel mining business , has installed its second production line at its metals recovery plant on june 9 , 2010 .",neutral
5325,the transactions would increase earnings per share in the first quarter by some eur0 .28 .,positive
5326,market data and analytics are derived from primary and secondary research .,neutral
5327,$iwm buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,positive
5328,"cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral
5329,"crucially , the decision to use etsi ( european telecommunication standard institute ) - backed dvb-h adds to the growing list of operators and equipment manufacturers opting for the standard ( see global : 20 january 2006 : competing technologies vie for mobile tv ) .",neutral
5330,"in addition , kone signed a two-year maintenance contract for the escalators .",positive
5331,"the size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
5332,the new location is n't the only change wellmont has in store for its air transport service .,neutral
5333,other potential clients include public administration organizations investing in utility networks and services .,neutral
5334,"the steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral
5335,the ea reng group posted sales of approximately 84 million kroons for 2007 .,neutral
5336,barclays share price subdued as bank faces fresh forex probe,negative
5337,the markets expect heineken to sell hartwall as a whole or in parts .,neutral
5338,"in addition to the tulikivi corporation , he is also currently a member of the board of the following companies : altia corporation , j+ñrvi-suomen portti osuuskunta , osuuskunta kpy , profile vehicles oy and voimatel oy .",neutral
5339,"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic 's share of the investments will be worth around 2.7 million .",neutral
5340,"last year , upm cut production , closed mills in finland and slashed 700 jobs .",negative
5341,"currently , the plant operates on full capacity .",neutral
5342,"the report profiles 614 companies including many key and niche players worldwide such as black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",neutral
5343,walter investment management corp receives a sell from compass point $wac http://stks.co/c1ivx,negative
5344,"the move will be carried out by transferring hkscan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to hkscan finland .",neutral
5345,`` it wo n't happen overnight .,neutral
5346,chief executive officer olli-pekka kallasvuo 's changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple 's iphone and rim 's blackberry .,negative
